municipality,group,variable,month,Cantidad,TOTAL
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,13,13
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,426,426
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,2,2
MINEROS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,1,1
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,1,1
OKINAWA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,1,1
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,162,162
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,6,6
PAILON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,3,3
PALOS BLANCOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,2,2
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,1,1
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,3,3
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,2,2
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,1,1
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,2,2
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,61,61
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,2,2
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,63,63
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,13,13
SAN LORENZO(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,3,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,118,118
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,2,2
SANTIVAÑES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,8,8
SENA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,1,1
SICAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,1,1
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,20,20
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,119,119
TACOPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,1,1
TARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,2,2
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,99,99
TARVITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,6,6
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,2,2
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,2,2
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,2,2
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,12,12
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,2,2
VIACHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,3,3
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,44,44
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-09-01,1,1
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,3,3
AYATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,7,7
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
BOLIVAR,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
CABEZAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,13,13
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,6,6
CAQUIAVIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,3,3
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,7,7
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,10,10
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,8,8
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,263,263
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,21,21
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,3,3
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,225,225
EL CHORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,7,7
EUCALIPTUS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
HUANUNI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,5,5
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,33,33
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,454,454
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,3,3
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
MONTEAGUDO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,15,15
OKINAWA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,4,4
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,180,180
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,8,8
PALOS BLANCOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
POCONA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
PUNA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,56,56
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,3,3
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,65,65
SAN CARLOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,3,3
SAN IGNACIO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,13,13
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
SAN LORENZO(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,348,348
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
SANTIVAÑES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,12,12
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,138,138
TACOPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
TARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,3,3
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,5,5
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,189,189
TARVITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,3,3
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,3,3
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,6,6
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,3,3
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,1,1
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,11,11
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,75,75
YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,5,5
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-10-01,2,2
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,4,4
AYO AYO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,14,14
BUENA VISTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
CAMARGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,3,3
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,13,13
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,7,7
CAQUIAVIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,6,6
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,12,12
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,10,10
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,6,6
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,8,8
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,13,13
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,341,341
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,3,3
COMANCHE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,4,4
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,46,46
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,358,358
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,2,2
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,2,2
EUCALIPTUS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,4,4
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
HUANUNI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,4,4
ICLA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,5,5
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,69,69
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,659,659
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,3,3
MINEROS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,2,2
MIZQUE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,9,9
MOJOCOYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,31,31
OKINAWA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,191,191
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,10,10
PAILON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,7,7
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,2,2
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,2,2
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,94,94
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,70,70
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,6,6
SAN ANDRES DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,11,11
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
SAN JULIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,4,4
SAN LORENZO(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,4,4
SAN PEDRO DE TIQUINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,3,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,560,560
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,5,5
SANTIVAÑES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,2,2
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,12,12
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,141,141
TACOPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
TARACO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,2,2
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,210,210
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,3,3
TIQUIPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,13,13
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,3,3
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,3,3
TURCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,4,4
VACAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,2,2
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,2,2
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,14,14
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,2,2
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,12,12
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,50,50
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,3,3
ZUDAÑEZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-11-01,1,1
AIQUILE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,3,3
AYATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
BATALLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,4,4
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,12,12
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
CALAMARCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,4,4
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,4,4
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,7,7
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,4,4
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
CHIMORE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,9,9
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,8,8
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,266,266
COLCAPIRHUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,5,5
COLLANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,3,3
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,3,3
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
CONCEPCION,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,3,3
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,16,16
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,3,3
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,3,3
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,257,257
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,11,11
EL VILLAR,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
EUCALIPTUS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
IRUPANA (VILLA DE LANZA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,36,36
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,505,505
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,3,3
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,7,7
MINEROS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,10,10
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
MOJOCOYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,14,14
OKINAWA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,153,153
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,7,7
PAILON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
PATACAMAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
POCONA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
POJO (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,8,8
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,4,4
PUNA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,42,42
RIBERALTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,50,50
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,4,4
SAN CARLOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,16,16
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,5,5
SAN LORENZO(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
SAN PEDRO DE QUEMES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
SAN PEDRO DE TIQUINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,915,915
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
SANTIVAÑES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,4,4
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,74,74
TARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,5,5
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,155,155
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,5,5
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,12,12
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,4,4
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,6,6
VIACHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,9,9
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,10,10
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,12,12
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,39,39
YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,1,1
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2005-12-01,2,2
