,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
EL VILLAR,talla para la edad (t/e),talla baja (tb),2008-08-01,5,4,8,9,50,53,63,66,129
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,4,3,3,8,9,11,20
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-08-01,4,5,7,11,13,14,24,30,54
ESCARA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,0,0,0,0,1,0,1
ESMERALDA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,0,0,0,1,0,1
EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2008-08-01,1,2,0,3,0,0,1,5,6
FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,4,1,6,1,12,2,14
FILADELFIA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,2,0,0,2,4,2,6
GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2008-08-01,6,3,5,4,16,8,27,15,42
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2008-08-01,9,5,14,14,37,35,60,54,114
GUANAY,talla para la edad (t/e),talla baja (tb),2008-08-01,11,11,6,11,7,13,24,35,59
GUAQUI,talla para la edad (t/e),talla baja (tb),2008-08-01,3,1,0,1,4,2,7,4,11
GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2008-08-01,18,12,17,9,11,10,46,31,77
GUTIERREZ,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,0,1,1,1,1,2
HUACHACALLA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,3,4,9,7,12,19
HUANUNI,talla para la edad (t/e),talla baja (tb),2008-08-01,23,19,30,9,23,11,76,39,115
HUARACAJE,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,0,2,2,5,2,7
HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,0,1,1,2,1,3
ICHOCA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,4,5,4,5,3,12,11,23
ICLA,talla para la edad (t/e),talla baja (tb),2008-08-01,21,16,52,50,120,125,193,191,384
INCAHUASI,talla para la edad (t/e),talla baja (tb),2008-08-01,65,45,111,101,204,218,380,364,744
INQUISIVI,talla para la edad (t/e),talla baja (tb),2008-08-01,6,5,12,4,11,14,29,23,52
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,1,0,4,2,5,3,8
IXIAMAS,talla para la edad (t/e),talla baja (tb),2008-08-01,5,1,5,5,6,10,16,16,32
JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-08-01,4,8,12,13,30,33,46,54,100
LA ASUNTA,talla para la edad (t/e),talla baja (tb),2008-08-01,11,14,11,5,0,0,22,19,41
LA GUARDIA,talla para la edad (t/e),talla baja (tb),2008-08-01,71,41,40,31,47,57,158,129,287
LA PAZ,talla para la edad (t/e),talla baja (tb),2008-08-01,292,206,257,170,241,219,790,595,1385
LAGUNILLAS,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,0,0,0,1,0,1
LAJA,talla para la edad (t/e),talla baja (tb),2008-08-01,4,4,4,0,5,6,13,10,23
LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,3,4,12,9,15,14,29
LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,1,9,1,12,2,14
LLALLAGUA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,3,2,0,2,0,6,3,9
LLICA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,5,0,5,8,5,10,15,25
LORETO,talla para la edad (t/e),talla baja (tb),2008-08-01,2,1,1,2,4,1,7,4,11
LURIBAY,talla para la edad (t/e),talla baja (tb),2008-08-01,6,6,11,11,29,28,46,45,91
MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,0,0,0,1,1,1,2
MACHARETI,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,5,6,3,9,8,17
MAGDALENA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,4,5,3,2,4,10,11,21
MAIRANA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,1,4,5,6,4,12,10,22
MALLA,talla para la edad (t/e),talla baja (tb),2008-08-01,6,5,12,4,29,25,47,34,81
MAPIRI,talla para la edad (t/e),talla baja (tb),2008-08-01,5,4,4,8,3,3,12,15,27
MECAPACA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,4,2,8,5,14,7,21
MINEROS,talla para la edad (t/e),talla baja (tb),2008-08-01,5,4,5,5,11,11,21,20,41
MIZQUE,talla para la edad (t/e),talla baja (tb),2008-08-01,20,11,18,23,39,48,77,82,159
MOCOMOCO,talla para la edad (t/e),talla baja (tb),2008-08-01,15,12,20,13,39,28,74,53,127
MOJINETE,talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,2,0,5,5,8,6,14
MOJOCOYA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,8,2,8,12,17,15,32
MONTEAGUDO,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,17,9,47,28,67,40,107
MONTERO,talla para la edad (t/e),talla baja (tb),2008-08-01,13,7,5,7,7,15,25,29,54
MORO MORO,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,1,2,1,3,3,5,8
MOROCHATA,talla para la edad (t/e),talla baja (tb),2008-08-01,23,31,29,34,50,58,102,123,225
OCURI,talla para la edad (t/e),talla baja (tb),2008-08-01,36,31,79,82,47,54,162,167,329
OMEREQUE,talla para la edad (t/e),talla baja (tb),2008-08-01,4,2,6,8,22,13,32,23,55
ORURO,talla para la edad (t/e),talla baja (tb),2008-08-01,69,75,106,58,53,41,228,174,402
PADCAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,4,4,5,8,12,15,27
PADILLA,talla para la edad (t/e),talla baja (tb),2008-08-01,12,10,23,18,60,57,95,85,180
PAILON,talla para la edad (t/e),talla baja (tb),2008-08-01,4,3,5,3,5,3,14,9,23
PALCA,talla para la edad (t/e),talla baja (tb),2008-08-01,9,8,9,5,15,6,33,19,52
PALOS BLANCOS,talla para la edad (t/e),talla baja (tb),2008-08-01,7,3,15,8,11,17,33,28,61
PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,4,2,1,3,8,8,16
PAMPA GRANDE,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,0,2,1,1,2,3,5
PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,0,3,0,4,0,4
PASORAPA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,2,3,3,4,5,9
PATACAMAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,2,1,2,1,0,4,4,8
PAZÑA,talla para la edad (t/e),talla baja (tb),2008-08-01,4,0,6,2,8,9,18,11,29
PELECHUCO,talla para la edad (t/e),talla baja (tb),2008-08-01,1,2,8,2,10,15,19,19,38
POCOATA,talla para la edad (t/e),talla baja (tb),2008-08-01,54,50,111,79,64,80,229,209,438
POCONA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,4,5,11,13,18,21,39
POJO (CBBA),talla para la edad (t/e),talla baja (tb),2008-08-01,0,2,3,1,3,5,6,8,14
POOPO,talla para la edad (t/e),talla baja (tb),2008-08-01,2,2,2,0,3,2,7,4,11
PORCO,talla para la edad (t/e),talla baja (tb),2008-08-01,35,23,11,13,8,6,54,42,96
POROMA,talla para la edad (t/e),talla baja (tb),2008-08-01,16,21,32,29,43,53,91,103,194
PORONGO,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,0,1,0,0,2,1,3
PORTACHUELO,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,3,1,4,3,8,4,12
PORVENIR,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,0,1,1,2,1,3
POSTRER VALLE,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,0,0,1,0,1,1
POTOSI,talla para la edad (t/e),talla baja (tb),2008-08-01,139,82,143,88,124,128,406,298,704
PRESTO,talla para la edad (t/e),talla baja (tb),2008-08-01,9,7,32,17,65,48,106,72,178
PUCARA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,5,2,3,1,8,4,12
PUCARANI,talla para la edad (t/e),talla baja (tb),2008-08-01,8,5,9,9,11,11,28,25,53
PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2008-08-01,17,12,12,16,23,24,52,52,104
PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2008-08-01,3,8,9,8,21,27,33,43,76
PUERTO GONZALO MORENO,talla para la edad (t/e),talla baja (tb),2008-08-01,6,5,13,8,17,17,36,30,66
PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2008-08-01,0,2,7,1,3,1,10,4,14
PUERTO RICO,talla para la edad (t/e),talla baja (tb),2008-08-01,10,6,9,7,5,9,24,22,46
PUERTO SILES,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,2,1,3,4,5,9
PUERTO SUAREZ,talla para la edad (t/e),talla baja (tb),2008-08-01,4,7,2,2,1,5,7,14,21
PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2008-08-01,43,25,51,29,36,49,130,103,233
PUNA,talla para la edad (t/e),talla baja (tb),2008-08-01,26,38,66,43,73,81,165,162,327
PUNATA,talla para la edad (t/e),talla baja (tb),2008-08-01,10,7,16,5,5,13,31,25,56
QUIABAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,15,10,12,7,24,23,51,40,91
QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2008-08-01,3,0,4,2,3,0,10,2,12
QUIME,talla para la edad (t/e),talla baja (tb),2008-08-01,4,6,17,6,20,26,41,38,79
QUIRUSILLAS,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,1,1,0,1,1,2
RAVELO,talla para la edad (t/e),talla baja (tb),2008-08-01,12,27,56,51,114,115,182,193,375
REYES,talla para la edad (t/e),talla baja (tb),2008-08-01,4,0,6,4,6,10,16,14,30
RIBERALTA,talla para la edad (t/e),talla baja (tb),2008-08-01,74,43,69,75,57,49,200,167,367
ROBORE,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,3,1,1,2,4,6
SABAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,1,0,1,0,2,1,3
SACABA,talla para la edad (t/e),talla baja (tb),2008-08-01,30,20,53,54,51,44,134,118,252
SACABAMBA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,4,2,4,6,4,10,12,22
SACACA,talla para la edad (t/e),talla baja (tb),2008-08-01,47,42,69,69,150,153,266,264,530
SAIPINA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,0,1,0,1,0,1
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,5,4,8,7,16,14,30
SAMAIPATA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,0,3,2,6,4,12,6,18
SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,0,0,3,3,3,4,7
SAN ANDRES,talla para la edad (t/e),talla baja (tb),2008-08-01,4,2,5,4,7,6,16,12,28
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,3,2,3,2,7,5,12
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2008-08-01,3,2,0,1,3,1,6,4,10
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla baja (tb),2008-08-01,9,13,15,16,19,24,43,53,96
SAN BENITO,talla para la edad (t/e),talla baja (tb),2008-08-01,1,4,6,9,9,4,16,17,33
SAN BORJA,talla para la edad (t/e),talla baja (tb),2008-08-01,31,14,28,13,16,16,75,43,118
SAN BUENA VENTURA,talla para la edad (t/e),talla baja (tb),2008-08-01,7,2,4,4,16,9,27,15,42
SAN CARLOS,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,2,1,1,2,5,3,8
SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2008-08-01,18,16,25,34,52,38,95,88,183
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-08-01,2,3,6,4,8,12,16,19,35
SAN JAVIER(BNI),talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,4,1,3,1,7,8
SAN JAVIER(STC),talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,1,0,0,1,3,1,4
SAN JOAQUIN,talla para la edad (t/e),talla baja (tb),2008-08-01,1,2,4,3,4,0,9,5,14
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla baja (tb),2008-08-01,3,1,0,0,0,0,3,1,4
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla baja (tb),2008-08-01,5,3,2,0,4,2,11,5,16
SAN JULIAN,talla para la edad (t/e),talla baja (tb),2008-08-01,2,5,11,8,13,9,26,22,48
SAN LORENZO(PND),talla para la edad (t/e),talla baja (tb),2008-08-01,4,2,1,4,2,1,7,7,14
SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2008-08-01,7,4,13,13,28,23,48,40,88
SAN LUCAS,talla para la edad (t/e),talla baja (tb),2008-08-01,54,80,149,133,333,342,536,555,1091
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,1,0,0,0,1,1,2
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2008-08-01,8,8,12,3,17,9,37,20,57
SAN PEDRO,talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,0,2,3,3,4,6,10
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-08-01,33,35,76,65,77,77,186,177,363
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,2,1,1,4,3,7
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,2,0,3,4,5,5,10
SAN PEDRO(PND),talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,1,1,1,1,2,3
SAN RAMON,talla para la edad (t/e),talla baja (tb),2008-08-01,7,5,7,6,8,4,22,15,37
SANTA ANA,talla para la edad (t/e),talla baja (tb),2008-08-01,4,3,2,4,0,0,6,7,13
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2008-08-01,45,32,38,35,33,47,116,114,230
SANTA ROSA,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,4,4,1,0,7,4,11
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,0,1,1,2,1,3
SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2008-08-01,3,5,3,5,16,13,22,23,45
SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,0,4,1,6,2,13,3,16
SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,1,6,5,6,6,12
SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2008-08-01,5,6,16,11,43,24,64,41,105
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2008-08-01,3,8,7,5,8,12,18,25,43
SICAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,3,4,2,3,3,10,8,18
SIPE SIPE,talla para la edad (t/e),talla baja (tb),2008-08-01,13,7,24,6,11,11,48,24,72
SOPACHUY,talla para la edad (t/e),talla baja (tb),2008-08-01,26,14,49,29,106,106,181,149,330
SORACACHI,talla para la edad (t/e),talla baja (tb),2008-08-01,1,2,3,8,12,13,16,23,39
SORATA,talla para la edad (t/e),talla baja (tb),2008-08-01,5,4,5,2,8,5,18,11,29
SUCRE,talla para la edad (t/e),talla baja (tb),2008-08-01,30,26,51,39,128,137,209,202,411
TACACOMA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,1,3,1,6,2,8
TACOBAMBA,talla para la edad (t/e),talla baja (tb),2008-08-01,12,7,8,14,23,19,43,40,83
TACOPAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,7,8,32,19,44,42,83,69,152
TAHUA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,1,0,0,0,1,1
TAPACARI,talla para la edad (t/e),talla baja (tb),2008-08-01,39,37,64,48,61,53,164,138,302
TARABUCO,talla para la edad (t/e),talla baja (tb),2008-08-01,19,11,20,13,51,53,90,77,167
TARACO,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,1,2,5,2,7,4,11
TARATA,talla para la edad (t/e),talla baja (tb),2008-08-01,4,2,3,2,4,4,11,8,19
TARIJA,talla para la edad (t/e),talla baja (tb),2008-08-01,9,9,8,4,7,12,24,25,49
TARVITA,talla para la edad (t/e),talla baja (tb),2008-08-01,41,26,82,72,183,140,306,238,544
TEOPONTE,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,1,1,1,1,2,2,4
TIAWANACU,talla para la edad (t/e),talla baja (tb),2008-08-01,2,1,3,1,7,4,12,6,18
TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,20,23,27,24,27,27,74,74,148
TIPUANI,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,0,0,1,0,1,1
TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2008-08-01,8,8,18,14,15,13,41,35,76
TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2008-08-01,11,18,18,24,27,31,56,73,129
TOCO,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,0,0,0,0,0,1,1
TOLEDO,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,3,1,2,0,5,1,6
TOMAVE,talla para la edad (t/e),talla baja (tb),2008-08-01,7,1,3,3,8,3,18,7,25
TOMINA,talla para la edad (t/e),talla baja (tb),2008-08-01,4,4,12,9,43,35,59,48,107
TORO TORO,talla para la edad (t/e),talla baja (tb),2008-08-01,22,12,30,42,37,48,89,102,191
TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2008-08-01,4,1,9,7,9,6,22,14,36
TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,1,1,0,0,3,1,4
TRIGAL,talla para la edad (t/e),talla baja (tb),2008-08-01,0,0,0,0,0,1,0,1,1
TRINIDAD,talla para la edad (t/e),talla baja (tb),2008-08-01,47,43,55,38,27,25,129,106,235
TUPIZA,talla para la edad (t/e),talla baja (tb),2008-08-01,20,22,36,19,87,71,143,112,255
TURCO,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,7,7,5,4,14,11,25
UMALA,talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,1,1,1,1,3,2,5
UNCIA,talla para la edad (t/e),talla baja (tb),2008-08-01,29,17,40,21,61,65,130,103,233
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2008-08-01,1,0,6,3,7,7,14,10,24
URUBICHA,talla para la edad (t/e),talla baja (tb),2008-08-01,11,7,19,22,32,38,62,67,129
UYUNI,talla para la edad (t/e),talla baja (tb),2008-08-01,11,10,12,17,37,24,60,51,111
VACAS,talla para la edad (t/e),talla baja (tb),2008-08-01,5,6,10,11,12,7,27,24,51
VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2008-08-01,2,2,2,2,4,2,8,6,14
VIACHA,talla para la edad (t/e),talla baja (tb),2008-08-01,11,7,9,11,21,25,41,43,84
VILA VILA,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,5,4,7,12,12,17,29
VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2008-08-01,0,1,0,5,5,3,5,9,14
VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2008-08-01,9,7,33,21,88,88,130,116,246
VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2008-08-01,23,22,45,47,81,74,149,143,292
VILLAZON,talla para la edad (t/e),talla baja (tb),2008-08-01,17,11,20,8,47,39,84,58,142
VINTO,talla para la edad (t/e),talla baja (tb),2008-08-01,6,0,1,0,1,0,8,0,8
VITICHI,talla para la edad (t/e),talla baja (tb),2008-08-01,8,7,15,13,16,25,39,45,84
WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2008-08-01,1,1,2,3,3,5,6,9,15
WARNES,talla para la edad (t/e),talla baja (tb),2008-08-01,2,0,1,2,3,3,6,5,11
YACO,talla para la edad (t/e),talla baja (tb),2008-08-01,3,7,11,15,37,33,51,55,106
YACUIBA,talla para la edad (t/e),talla baja (tb),2008-08-01,16,14,23,25,29,31,68,70,138
YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2008-08-01,10,10,32,22,121,104,163,136,299
YANACACHI,talla para la edad (t/e),talla baja (tb),2008-08-01,0,3,1,2,7,4,8,9,17
YAPACANI,talla para la edad (t/e),talla baja (tb),2008-08-01,9,15,16,10,20,29,45,54,99
YOCALLA,talla para la edad (t/e),talla baja (tb),2008-08-01,3,6,10,15,13,10,26,31,57
YOTALA,talla para la edad (t/e),talla baja (tb),2008-08-01,10,4,14,8,51,49,75,61,136
YUNCHARA,talla para la edad (t/e),talla baja (tb),2008-08-01,8,8,4,8,10,10,22,26,48
ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2008-08-01,1,2,8,12,31,32,40,46,86
ACACIO,talla para la edad (t/e),talla baja (tb),2008-09-01,25,18,23,26,41,40,89,84,173
ACHACACHI,talla para la edad (t/e),talla baja (tb),2008-09-01,19,15,17,13,17,12,53,40,93
AIQUILE,talla para la edad (t/e),talla baja (tb),2008-09-01,10,12,20,24,45,44,75,80,155
ALALAY,talla para la edad (t/e),talla baja (tb),2008-09-01,6,4,17,3,21,23,44,30,74
ALCALA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,2,7,4,30,23,40,29,69
ANCORAIMES,talla para la edad (t/e),talla baja (tb),2008-09-01,14,6,11,10,17,26,42,42,84
ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-09-01,2,4,11,6,35,27,48,37,85
ANTEQUERA,talla para la edad (t/e),talla baja (tb),2008-09-01,5,2,4,3,3,2,12,7,19
ANZALDO,talla para la edad (t/e),talla baja (tb),2008-09-01,1,2,1,1,2,1,4,4,8
APOLO,talla para la edad (t/e),talla baja (tb),2008-09-01,4,7,14,10,44,23,62,40,102
ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2008-09-01,13,13,23,22,31,38,67,73,140
ARANI,talla para la edad (t/e),talla baja (tb),2008-09-01,5,3,11,8,6,14,22,25,47
ARBIETO,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,2,1,11,2,13,3,16
ARQUE,talla para la edad (t/e),talla baja (tb),2008-09-01,19,3,21,11,38,37,78,51,129
ASCENCION DE GUARAYOS,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,1,0,0,0,1,1
ATOCHA,talla para la edad (t/e),talla baja (tb),2008-09-01,5,14,18,14,15,16,38,44,82
AUCAPATA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,3,3,6,4,7,7,16,23
AYATA,talla para la edad (t/e),talla baja (tb),2008-09-01,13,4,12,16,29,31,54,51,105
AYO AYO,talla para la edad (t/e),talla baja (tb),2008-09-01,3,3,3,2,6,2,12,7,19
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2008-09-01,14,7,30,17,48,42,92,66,158
BATALLAS,talla para la edad (t/e),talla baja (tb),2008-09-01,5,1,6,6,5,7,16,14,30
BAURES,talla para la edad (t/e),talla baja (tb),2008-09-01,2,0,3,1,3,1,8,2,10
BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,1,0,1,0,1,0,3,3
BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2008-09-01,1,3,0,4,4,6,5,13,18
BELLA FLOR,talla para la edad (t/e),talla baja (tb),2008-09-01,2,2,4,6,3,6,9,14,23
BERMEJO,talla para la edad (t/e),talla baja (tb),2008-09-01,2,0,9,7,6,7,17,14,31
BETANZOS,talla para la edad (t/e),talla baja (tb),2008-09-01,43,26,90,70,113,101,246,197,443
BOLIVAR,talla para la edad (t/e),talla baja (tb),2008-09-01,18,13,39,24,34,27,91,64,155
BOLPEBRA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,2,0,2,0,1,0,5,5
BOYUIBE,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,1,2,1,2,2,4
BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-09-01,2,2,0,0,1,2,3,4,7
CAIROMA,talla para la edad (t/e),talla baja (tb),2008-09-01,5,9,17,21,25,36,47,66,113
"CAIZA ""D""",talla para la edad (t/e),talla baja (tb),2008-09-01,5,10,32,24,34,23,71,57,128
CALACOTO,talla para la edad (t/e),talla baja (tb),2008-09-01,7,5,10,5,11,3,28,13,41
CALAMARCA,talla para la edad (t/e),talla baja (tb),2008-09-01,15,16,41,29,59,61,115,106,221
CAMARGO,talla para la edad (t/e),talla baja (tb),2008-09-01,21,14,10,16,50,43,81,73,154
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2008-09-01,7,5,6,2,2,4,15,11,26
CAMIRI,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,1,0,1,1,2,1,3
CAPINOTA,talla para la edad (t/e),talla baja (tb),2008-09-01,4,3,4,10,12,13,20,26,46
CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2008-09-01,4,9,12,9,13,26,29,44,73
CARACOLLO,talla para la edad (t/e),talla baja (tb),2008-09-01,17,11,21,19,12,14,50,44,94
CARANAVI,talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,5,9,9,11,15,21,36
CARANGAS,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,0,1,0,1,1,2,3
CARAPARI,talla para la edad (t/e),talla baja (tb),2008-09-01,3,1,3,0,8,3,14,4,18
CARIPUYO,talla para la edad (t/e),talla baja (tb),2008-09-01,31,14,32,29,88,69,151,112,263
CATACORA,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,6,3,12,3,19,6,25
CHACARILLA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,1,2,0,2,1,3
CHALLAPATA,talla para la edad (t/e),talla baja (tb),2008-09-01,30,25,52,28,51,37,133,90,223
CHAQUI,talla para la edad (t/e),talla baja (tb),2008-09-01,8,3,17,5,8,10,33,18,51
CHARAÑA,talla para la edad (t/e),talla baja (tb),2008-09-01,2,0,1,1,1,2,4,3,7
CHAYANTA,talla para la edad (t/e),talla baja (tb),2008-09-01,11,6,9,9,11,20,31,35,66
CHIMORE,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,2,2,5,5,7,7,14
CHIPAYA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,4,2,4,1,8,3,11
CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,6,0,3,5,10,6,16
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla baja (tb),2008-09-01,4,4,2,2,2,1,8,7,15
CHUMA,talla para la edad (t/e),talla baja (tb),2008-09-01,12,8,9,8,26,27,47,43,90
CLIZA,talla para la edad (t/e),talla baja (tb),2008-09-01,8,9,8,4,4,8,20,21,41
COBIJA,talla para la edad (t/e),talla baja (tb),2008-09-01,9,2,5,4,6,5,20,11,31
COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2008-09-01,6,3,3,11,18,12,27,26,53
"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2008-09-01,11,5,18,15,20,17,49,37,86
COLLANA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,2,0,2,0,4,4
