municipality,group,variable,month,Cantidad,TOTAL-M
SACACA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,29,29
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,10,10
SAN LUCAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,1,1
SAN RAFAEL,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,3,3
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,19,19
SANTUARIO DE QUILLACAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,4,4
SORACACHI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,1,1
TINGUIPAYA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,3,3
TIRAQUE (CBBA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,6,6
TOLEDO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,4,4
VILLA TUNARI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,2,2
WARNES,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,1,1
