,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
ESCARA,talla para la edad (t/e),talla normal (t n),2009-07-01,3,3,0,0,0,1,3,4,7
ESMERALDA,talla para la edad (t/e),talla normal (t n),2009-07-01,2,2,2,1,1,0,5,3,8
EUCALIPTUS,talla para la edad (t/e),talla normal (t n),2009-07-01,52,38,37,39,39,32,128,109,237
EUREKA (SANTOS MERCADO),talla para la edad (t/e),talla normal (t n),2009-07-01,14,9,7,3,10,20,31,32,63
EXALTACION,talla para la edad (t/e),talla normal (t n),2009-07-01,15,7,10,10,10,8,35,25,60
FERNANDEZ ALONSO,talla para la edad (t/e),talla normal (t n),2009-07-01,136,106,81,62,101,111,318,279,597
FILADELFIA,talla para la edad (t/e),talla normal (t n),2009-07-01,27,21,20,18,17,20,64,59,123
GENERAL SAAVEDRA,talla para la edad (t/e),talla normal (t n),2009-07-01,129,78,93,92,119,113,341,283,624
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla normal (t n),2009-07-01,79,70,52,23,37,48,168,141,309
GUANAY,talla para la edad (t/e),talla normal (t n),2009-07-01,96,94,36,50,92,80,224,224,448
GUAQUI,talla para la edad (t/e),talla normal (t n),2009-07-01,24,37,10,14,19,16,53,67,120
GUAYARAMERIN,talla para la edad (t/e),talla normal (t n),2009-07-01,338,452,151,155,139,143,628,750,1378
GUTIERREZ,talla para la edad (t/e),talla normal (t n),2009-07-01,65,79,45,77,119,148,229,304,533
HUACARETA,talla para la edad (t/e),talla normal (t n),2009-07-01,74,56,44,50,80,96,198,202,400
HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla normal (t n),2009-07-01,17,13,14,16,58,57,89,86,175
HUACHACALLA,talla para la edad (t/e),talla normal (t n),2009-07-01,8,5,2,4,4,12,14,21,35
HUANUNI,talla para la edad (t/e),talla normal (t n),2009-07-01,153,167,56,66,46,63,255,296,551
HUARACAJE,talla para la edad (t/e),talla normal (t n),2009-07-01,31,26,8,16,15,17,54,59,113
HUAYLLAMARCA,talla para la edad (t/e),talla normal (t n),2009-07-01,27,44,28,19,25,35,80,98,178
ICHOCA,talla para la edad (t/e),talla normal (t n),2009-07-01,25,30,11,5,15,21,51,56,107
ICLA,talla para la edad (t/e),talla normal (t n),2009-07-01,68,58,62,66,193,169,323,293,616
INCAHUASI,talla para la edad (t/e),talla normal (t n),2009-07-01,171,163,96,105,174,193,441,461,902
INGAVI (HUMAITA),talla para la edad (t/e),talla normal (t n),2009-07-01,9,11,3,6,9,9,21,26,47
INQUISIVI,talla para la edad (t/e),talla normal (t n),2009-07-01,65,69,36,43,45,50,146,162,308
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla normal (t n),2009-07-01,123,82,61,59,66,70,250,211,461
IXIAMAS,talla para la edad (t/e),talla normal (t n),2009-07-01,77,77,35,40,33,42,145,159,304
JESUS DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-07-01,68,59,36,34,70,76,174,169,343
LA ASUNTA,talla para la edad (t/e),talla normal (t n),2009-07-01,54,49,40,29,18,28,112,106,218
LA GUARDIA,talla para la edad (t/e),talla normal (t n),2009-07-01,563,496,213,188,259,275,1035,959,1994
LA PAZ,talla para la edad (t/e),talla normal (t n),2009-07-01,4142,3684,1546,1529,1914,1839,7602,7052,14654
LA RIVERA,talla para la edad (t/e),talla normal (t n),2009-07-01,1,0,2,0,2,0,5,0,5
LAGUNILLAS,talla para la edad (t/e),talla normal (t n),2009-07-01,66,50,58,44,128,106,252,200,452
LAJA,talla para la edad (t/e),talla normal (t n),2009-07-01,115,123,54,38,55,47,224,208,432
LAS CARRERAS,talla para la edad (t/e),talla normal (t n),2009-07-01,23,22,28,22,75,72,126,116,242
LICOMA PAMPA,talla para la edad (t/e),talla normal (t n),2009-07-01,51,30,11,16,18,23,80,69,149
LLALLAGUA,talla para la edad (t/e),talla normal (t n),2009-07-01,256,264,157,147,177,158,590,569,1159
LLICA,talla para la edad (t/e),talla normal (t n),2009-07-01,43,162,25,129,16,21,84,312,396
LORETO,talla para la edad (t/e),talla normal (t n),2009-07-01,43,42,45,45,74,70,162,157,319
LURIBAY,talla para la edad (t/e),talla normal (t n),2009-07-01,97,71,39,43,38,32,174,146,320
MACHACAMARCA,talla para la edad (t/e),talla normal (t n),2009-07-01,48,45,29,37,21,29,98,111,209
MACHARETI,talla para la edad (t/e),talla normal (t n),2009-07-01,69,56,67,50,140,152,276,258,534
MAGDALENA,talla para la edad (t/e),talla normal (t n),2009-07-01,69,62,33,32,48,36,150,130,280
MAIRANA,talla para la edad (t/e),talla normal (t n),2009-07-01,88,88,49,50,50,78,187,216,403
MALLA,talla para la edad (t/e),talla normal (t n),2009-07-01,14,22,7,11,15,11,36,44,80
MAPIRI,talla para la edad (t/e),talla normal (t n),2009-07-01,95,94,41,47,45,39,181,180,361
MECAPACA,talla para la edad (t/e),talla normal (t n),2009-07-01,85,62,23,21,37,39,145,122,267
MINEROS,talla para la edad (t/e),talla normal (t n),2009-07-01,206,196,128,119,148,129,482,444,926
MIZQUE,talla para la edad (t/e),talla normal (t n),2009-07-01,124,120,76,71,123,134,323,325,648
MOCOMOCO,talla para la edad (t/e),talla normal (t n),2009-07-01,72,68,27,36,44,43,143,147,290
MOJINETE,talla para la edad (t/e),talla normal (t n),2009-07-01,1,3,1,0,0,1,2,4,6
MOJOCOYA,talla para la edad (t/e),talla normal (t n),2009-07-01,57,60,39,36,100,108,196,204,400
MONTEAGUDO,talla para la edad (t/e),talla normal (t n),2009-07-01,208,205,198,194,298,310,704,709,1413
MONTERO,talla para la edad (t/e),talla normal (t n),2009-07-01,702,639,386,357,440,446,1528,1442,2970
MORO MORO,talla para la edad (t/e),talla normal (t n),2009-07-01,14,21,20,16,23,19,57,56,113
MOROCHATA,talla para la edad (t/e),talla normal (t n),2009-07-01,182,204,136,124,139,133,457,461,918
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla normal (t n),2009-07-01,17,15,13,14,20,20,50,49,99
NAZACARA DE PACAJES,talla para la edad (t/e),talla normal (t n),2009-07-01,6,6,3,2,3,2,12,10,22
NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla normal (t n),2009-07-01,19,32,11,17,16,20,46,69,115
OCURI,talla para la edad (t/e),talla normal (t n),2009-07-01,127,143,94,84,88,98,309,325,634
OKINAWA,talla para la edad (t/e),talla normal (t n),2009-07-01,46,37,22,30,58,48,126,115,241
OMEREQUE,talla para la edad (t/e),talla normal (t n),2009-07-01,40,33,15,19,26,29,81,81,162
ORURO,talla para la edad (t/e),talla normal (t n),2009-07-01,1206,1193,525,492,406,371,2137,2056,4193
PADCAYA,talla para la edad (t/e),talla normal (t n),2009-07-01,90,103,170,140,125,101,385,344,729
PADILLA,talla para la edad (t/e),talla normal (t n),2009-07-01,97,65,66,74,170,176,333,315,648
PAILON,talla para la edad (t/e),talla normal (t n),2009-07-01,153,118,94,96,116,99,363,313,676
PALCA,talla para la edad (t/e),talla normal (t n),2009-07-01,62,71,39,31,22,18,123,120,243
PALOS BLANCOS,talla para la edad (t/e),talla normal (t n),2009-07-01,229,185,158,138,132,163,519,486,1005
PAMPA AULLAGAS,talla para la edad (t/e),talla normal (t n),2009-07-01,23,22,6,11,18,10,47,43,90
PAMPA GRANDE,talla para la edad (t/e),talla normal (t n),2009-07-01,34,42,16,15,37,46,87,103,190
PAPEL PAMPA,talla para la edad (t/e),talla normal (t n),2009-07-01,22,15,9,10,6,14,37,39,76
PASORAPA,talla para la edad (t/e),talla normal (t n),2009-07-01,10,14,21,16,24,27,55,57,112
PATACAMAYA,talla para la edad (t/e),talla normal (t n),2009-07-01,116,96,33,28,37,32,186,156,342
PAZÑA,talla para la edad (t/e),talla normal (t n),2009-07-01,46,36,24,32,29,31,99,99,198
PELECHUCO,talla para la edad (t/e),talla normal (t n),2009-07-01,34,34,35,24,33,27,102,85,187
POCOATA,talla para la edad (t/e),talla normal (t n),2009-07-01,161,164,110,135,81,84,352,383,735
POCONA,talla para la edad (t/e),talla normal (t n),2009-07-01,61,56,38,48,32,40,131,144,275
POJO (CBBA),talla para la edad (t/e),talla normal (t n),2009-07-01,90,72,70,59,90,62,250,193,443
POOPO,talla para la edad (t/e),talla normal (t n),2009-07-01,49,25,16,24,59,12,124,61,185
PORCO,talla para la edad (t/e),talla normal (t n),2009-07-01,66,79,47,40,19,36,132,155,287
POROMA,talla para la edad (t/e),talla normal (t n),2009-07-01,79,85,49,50,110,105,238,240,478
PORONGO,talla para la edad (t/e),talla normal (t n),2009-07-01,63,28,21,21,34,52,118,101,219
PORTACHUELO,talla para la edad (t/e),talla normal (t n),2009-07-01,105,125,70,69,102,87,277,281,558
PORVENIR,talla para la edad (t/e),talla normal (t n),2009-07-01,45,29,38,31,40,52,123,112,235
POSTRER VALLE,talla para la edad (t/e),talla normal (t n),2009-07-01,29,14,21,19,26,27,76,60,136
POTOSI,talla para la edad (t/e),talla normal (t n),2009-07-01,1275,1255,455,412,468,448,2198,2115,4313
PRESTO,talla para la edad (t/e),talla normal (t n),2009-07-01,85,74,49,63,101,73,235,210,445
PUCARA,talla para la edad (t/e),talla normal (t n),2009-07-01,9,9,10,12,15,14,34,35,69
PUCARANI,talla para la edad (t/e),talla normal (t n),2009-07-01,152,163,81,81,81,112,314,356,670
PUERTO ACOSTA,talla para la edad (t/e),talla normal (t n),2009-07-01,115,101,71,58,59,67,245,226,471
PUERTO CARABUCO,talla para la edad (t/e),talla normal (t n),2009-07-01,70,86,48,54,82,79,200,219,419
PUERTO GONZALO MORENO,talla para la edad (t/e),talla normal (t n),2009-07-01,54,62,28,33,55,59,137,154,291
PUERTO PEREZ,talla para la edad (t/e),talla normal (t n),2009-07-01,24,30,12,25,19,18,55,73,128
PUERTO QUIJARRO,talla para la edad (t/e),talla normal (t n),2009-07-01,164,128,59,42,25,35,248,205,453
PUERTO RICO,talla para la edad (t/e),talla normal (t n),2009-07-01,52,66,43,55,50,40,145,161,306
PUERTO SUAREZ,talla para la edad (t/e),talla normal (t n),2009-07-01,97,123,31,43,41,35,169,201,370
PUERTO VILLARROEL,talla para la edad (t/e),talla normal (t n),2009-07-01,579,410,317,266,313,353,1209,1029,2238
PUNA,talla para la edad (t/e),talla normal (t n),2009-07-01,190,183,159,159,151,153,500,495,995
PUNATA,talla para la edad (t/e),talla normal (t n),2009-07-01,221,230,146,144,95,106,462,480,942
QUIABAYA,talla para la edad (t/e),talla normal (t n),2009-07-01,9,4,7,9,16,13,32,26,58
QUILLACOLLO,talla para la edad (t/e),talla normal (t n),2009-07-01,598,554,187,159,137,148,922,861,1783
QUIME,talla para la edad (t/e),talla normal (t n),2009-07-01,75,81,36,22,31,34,142,137,279
QUIRUSILLAS,talla para la edad (t/e),talla normal (t n),2009-07-01,12,6,6,7,17,13,35,26,61
RAVELO,talla para la edad (t/e),talla normal (t n),2009-07-01,131,137,73,79,175,130,379,346,725
RIBERALTA,talla para la edad (t/e),talla normal (t n),2009-07-01,868,745,533,530,396,387,1797,1662,3459
ROBORE,talla para la edad (t/e),talla normal (t n),2009-07-01,129,114,83,74,91,66,303,254,557
RURRENABAQUE,talla para la edad (t/e),talla normal (t n),2009-07-01,10,8,3,0,1,2,14,10,24
SABAYA,talla para la edad (t/e),talla normal (t n),2009-07-01,16,18,11,5,12,9,39,32,71
SACABA,talla para la edad (t/e),talla normal (t n),2009-07-01,612,518,292,315,248,269,1152,1102,2254
SACABAMBA,talla para la edad (t/e),talla normal (t n),2009-07-01,24,15,25,23,30,22,79,60,139
SACACA,talla para la edad (t/e),talla normal (t n),2009-07-01,124,118,54,78,92,91,270,287,557
SAIPINA,talla para la edad (t/e),talla normal (t n),2009-07-01,41,47,13,13,21,23,75,83,158
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla normal (t n),2009-07-01,65,62,63,69,84,75,212,206,418
SAMAIPATA,talla para la edad (t/e),talla normal (t n),2009-07-01,55,56,37,23,33,23,125,102,227
SAN AGUSTIN,talla para la edad (t/e),talla normal (t n),2009-07-01,4,7,4,5,5,7,13,19,32
SAN ANDRES,talla para la edad (t/e),talla normal (t n),2009-07-01,59,71,42,49,69,50,170,170,340
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-07-01,12,32,16,14,21,12,49,58,107
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla normal (t n),2009-07-01,14,18,4,7,10,9,28,34,62
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla normal (t n),2009-07-01,64,37,43,64,125,107,232,208,440
SAN BENITO,talla para la edad (t/e),talla normal (t n),2009-07-01,142,113,62,72,83,59,287,244,531
SAN BORJA,talla para la edad (t/e),talla normal (t n),2009-07-01,433,431,274,281,331,340,1038,1052,2090
SAN BUENA VENTURA,talla para la edad (t/e),talla normal (t n),2009-07-01,86,66,37,29,38,35,161,130,291
SAN CARLOS,talla para la edad (t/e),talla normal (t n),2009-07-01,146,168,72,77,83,79,301,324,625
SAN IGNACIO,talla para la edad (t/e),talla normal (t n),2009-07-01,78,82,54,50,101,70,233,202,435
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla normal (t n),2009-07-01,74,55,68,67,85,74,227,196,423
SAN JAVIER(BNI),talla para la edad (t/e),talla normal (t n),2009-07-01,10,13,10,8,14,9,34,30,64
SAN JAVIER(STC),talla para la edad (t/e),talla normal (t n),2009-07-01,108,94,68,50,103,84,279,228,507
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla normal (t n),2009-07-01,126,128,69,48,92,94,287,270,557
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla normal (t n),2009-07-01,24,17,10,12,17,11,51,40,91
SAN JULIAN,talla para la edad (t/e),talla normal (t n),2009-07-01,90,75,77,63,98,89,265,227,492
SAN LORENZO(PND),talla para la edad (t/e),talla normal (t n),2009-07-01,30,23,21,21,21,19,72,63,135
SAN LORENZO(TJA),talla para la edad (t/e),talla normal (t n),2009-07-01,162,142,123,124,128,139,413,405,818
SAN LUCAS,talla para la edad (t/e),talla normal (t n),2009-07-01,241,286,228,231,482,432,951,949,1900
SAN MATIAS,talla para la edad (t/e),talla normal (t n),2009-07-01,393,115,64,69,62,53,519,237,756
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla normal (t n),2009-07-01,11,17,7,11,3,10,21,38,59
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla normal (t n),2009-07-01,24,17,8,15,27,22,59,54,113
SAN PEDRO,talla para la edad (t/e),talla normal (t n),2009-07-01,93,77,83,76,89,102,265,255,520
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla normal (t n),2009-07-01,183,186,108,105,131,126,422,417,839
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla normal (t n),2009-07-01,28,27,12,11,31,33,71,71,142
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla normal (t n),2009-07-01,1,1,5,0,2,2,8,3,11
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla normal (t n),2009-07-01,24,26,18,24,24,22,66,72,138
SAN PEDRO(PND),talla para la edad (t/e),talla normal (t n),2009-07-01,8,4,7,5,13,5,28,14,42
SAN RAFAEL,talla para la edad (t/e),talla normal (t n),2009-07-01,3,10,5,5,14,12,22,27,49
SANTA ANA,talla para la edad (t/e),talla normal (t n),2009-07-01,198,143,86,70,65,77,349,290,639
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla normal (t n),2009-07-01,4998,4220,2185,2006,1802,1754,8985,7980,16965
SANTA ROSA,talla para la edad (t/e),talla normal (t n),2009-07-01,49,55,38,32,41,53,128,140,268
SANTA ROSA DEL SARA,talla para la edad (t/e),talla normal (t n),2009-07-01,112,102,51,59,77,98,240,259,499
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla normal (t n),2009-07-01,23,27,18,23,6,8,47,58,105
SANTIAGO DE HUARI,talla para la edad (t/e),talla normal (t n),2009-07-01,49,51,38,45,62,65,149,161,310
SANTIAGO DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-07-01,20,35,20,20,16,17,56,72,128
SANTIVAÑES,talla para la edad (t/e),talla normal (t n),2009-07-01,5,5,9,3,50,30,64,38,102
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla normal (t n),2009-07-01,18,27,10,25,27,45,55,97,152
SAPAHAQUI,talla para la edad (t/e),talla normal (t n),2009-07-01,55,62,29,46,34,44,118,152,270
SENA,talla para la edad (t/e),talla normal (t n),2009-07-01,43,33,19,10,16,25,78,68,146
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla normal (t n),2009-07-01,141,210,80,87,90,90,311,387,698
SICAYA,talla para la edad (t/e),talla normal (t n),2009-07-01,30,23,13,16,24,22,67,61,128
SIPE SIPE,talla para la edad (t/e),talla normal (t n),2009-07-01,319,284,173,140,118,119,610,543,1153
SOPACHUY,talla para la edad (t/e),talla normal (t n),2009-07-01,50,55,30,34,64,58,144,147,291
SORACACHI,talla para la edad (t/e),talla normal (t n),2009-07-01,83,84,70,66,73,82,226,232,458
SORATA,talla para la edad (t/e),talla normal (t n),2009-07-01,108,108,63,70,114,94,285,272,557
SUCRE,talla para la edad (t/e),talla normal (t n),2009-07-01,824,762,410,358,627,582,1861,1702,3563
TACACOMA,talla para la edad (t/e),talla normal (t n),2009-07-01,60,48,30,33,35,40,125,121,246
TACOBAMBA,talla para la edad (t/e),talla normal (t n),2009-07-01,39,51,17,31,30,19,86,101,187
TACOPAYA,talla para la edad (t/e),talla normal (t n),2009-07-01,67,66,56,62,46,55,169,183,352
TAHUA,talla para la edad (t/e),talla normal (t n),2009-07-01,4,7,1,2,2,0,7,9,16
TAPACARI,talla para la edad (t/e),talla normal (t n),2009-07-01,125,119,75,62,80,54,280,235,515
TARABUCO,talla para la edad (t/e),talla normal (t n),2009-07-01,130,115,68,95,237,237,435,447,882
TARACO,talla para la edad (t/e),talla normal (t n),2009-07-01,27,25,20,14,35,42,82,81,163
TARATA,talla para la edad (t/e),talla normal (t n),2009-07-01,80,76,44,44,34,29,158,149,307
TARIJA,talla para la edad (t/e),talla normal (t n),2009-07-01,785,767,545,439,495,474,1825,1680,3505
TARVITA,talla para la edad (t/e),talla normal (t n),2009-07-01,127,99,82,112,222,210,431,421,852
TEOPONTE,talla para la edad (t/e),talla normal (t n),2009-07-01,56,51,38,36,49,60,143,147,290
TIAWANACU,talla para la edad (t/e),talla normal (t n),2009-07-01,92,67,45,35,32,30,169,132,301
TINGUIPAYA,talla para la edad (t/e),talla normal (t n),2009-07-01,104,102,62,52,86,77,252,231,483
TIPUANI,talla para la edad (t/e),talla normal (t n),2009-07-01,57,51,35,29,40,37,132,117,249
TIQUIPAYA,talla para la edad (t/e),talla normal (t n),2009-07-01,243,266,136,115,128,116,507,497,1004
TIRAQUE (CBBA),talla para la edad (t/e),talla normal (t n),2009-07-01,243,207,81,101,150,119,474,427,901
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla normal (t n),2009-07-01,5,3,6,2,7,12,18,17,35
TOCO,talla para la edad (t/e),talla normal (t n),2009-07-01,57,63,38,32,60,34,155,129,284
TODOS SANTOS,talla para la edad (t/e),talla normal (t n),2009-07-01,3,3,4,4,3,2,10,9,19
TOLATA,talla para la edad (t/e),talla normal (t n),2009-07-01,57,50,20,22,25,8,102,80,182
TOLEDO,talla para la edad (t/e),talla normal (t n),2009-07-01,31,34,25,24,17,16,73,74,147
TOMAVE,talla para la edad (t/e),talla normal (t n),2009-07-01,57,61,33,44,37,40,127,145,272
TOMINA,talla para la edad (t/e),talla normal (t n),2009-07-01,61,69,49,53,168,170,278,292,570
TORO TORO,talla para la edad (t/e),talla normal (t n),2009-07-01,51,62,42,38,57,66,150,166,316
TOTORA(CBBA),talla para la edad (t/e),talla normal (t n),2009-07-01,90,80,58,63,49,35,197,178,375
TOTORA(ORR),talla para la edad (t/e),talla normal (t n),2009-07-01,25,25,15,17,21,32,61,74,135
TRIGAL,talla para la edad (t/e),talla normal (t n),2009-07-01,16,16,8,13,16,12,40,41,81
TRINIDAD,talla para la edad (t/e),talla normal (t n),2009-07-01,569,504,253,245,282,259,1104,1008,2112
TUPIZA,talla para la edad (t/e),talla normal (t n),2009-07-01,280,276,195,193,276,255,751,724,1475
TURCO,talla para la edad (t/e),talla normal (t n),2009-07-01,35,33,19,25,13,18,67,76,143
UMALA,talla para la edad (t/e),talla normal (t n),2009-07-01,111,91,72,51,52,53,235,195,430
UNCIA,talla para la edad (t/e),talla normal (t n),2009-07-01,171,161,85,78,107,82,363,321,684
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla normal (t n),2009-07-01,109,91,106,107,102,106,317,304,621
UYUNI,talla para la edad (t/e),talla normal (t n),2009-07-01,194,168,97,100,108,84,399,352,751
VACAS,talla para la edad (t/e),talla normal (t n),2009-07-01,62,60,46,63,36,41,144,164,308
VALLEGRANDE,talla para la edad (t/e),talla normal (t n),2009-07-01,71,72,47,40,98,82,216,194,410
VIACHA,talla para la edad (t/e),talla normal (t n),2009-07-01,339,295,122,158,109,147,570,600,1170
VILA VILA,talla para la edad (t/e),talla normal (t n),2009-07-01,30,42,17,22,18,21,65,85,150
VILLA MONTES,talla para la edad (t/e),talla normal (t n),2009-07-01,260,273,231,208,104,103,595,584,1179
VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla normal (t n),2009-07-01,37,30,18,20,23,25,78,75,153
VILLA RIVERO,talla para la edad (t/e),talla normal (t n),2009-07-01,63,29,28,24,10,10,101,63,164
VILLA SERRANO,talla para la edad (t/e),talla normal (t n),2009-07-01,98,88,66,59,149,153,313,300,613
VILLA TUNARI,talla para la edad (t/e),talla normal (t n),2009-07-01,534,451,285,290,366,380,1185,1121,2306
VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla normal (t n),2009-07-01,61,57,49,51,137,149,247,257,504
VILLAZON,talla para la edad (t/e),talla normal (t n),2009-07-01,314,280,172,164,183,171,669,615,1284
