,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
PADILLA,talla para la edad (t/e),talla normal (t n),2009-06-01,91,78,62,72,169,193,322,343,665
PAILON,talla para la edad (t/e),talla normal (t n),2009-06-01,167,148,86,106,124,88,377,342,719
PALCA,talla para la edad (t/e),talla normal (t n),2009-06-01,63,76,33,46,43,53,139,175,314
PALOS BLANCOS,talla para la edad (t/e),talla normal (t n),2009-06-01,176,131,109,88,132,113,417,332,749
PAMPA AULLAGAS,talla para la edad (t/e),talla normal (t n),2009-06-01,12,14,9,10,10,8,31,32,63
PAMPA GRANDE,talla para la edad (t/e),talla normal (t n),2009-06-01,35,42,9,19,21,21,65,82,147
PAPEL PAMPA,talla para la edad (t/e),talla normal (t n),2009-06-01,5,11,3,7,11,4,19,22,41
PASORAPA,talla para la edad (t/e),talla normal (t n),2009-06-01,15,12,19,14,37,37,71,63,134
PATACAMAYA,talla para la edad (t/e),talla normal (t n),2009-06-01,103,103,53,33,46,49,202,185,387
PAZÑA,talla para la edad (t/e),talla normal (t n),2009-06-01,33,33,24,25,39,29,96,87,183
PELECHUCO,talla para la edad (t/e),talla normal (t n),2009-06-01,36,33,22,22,36,32,94,87,181
POCOATA,talla para la edad (t/e),talla normal (t n),2009-06-01,155,155,113,140,95,93,363,388,751
POCONA,talla para la edad (t/e),talla normal (t n),2009-06-01,71,76,50,61,51,51,172,188,360
POJO (CBBA),talla para la edad (t/e),talla normal (t n),2009-06-01,77,73,59,38,80,44,216,155,371
POOPO,talla para la edad (t/e),talla normal (t n),2009-06-01,42,28,21,29,25,16,88,73,161
PORCO,talla para la edad (t/e),talla normal (t n),2009-06-01,60,57,33,54,15,31,108,142,250
POROMA,talla para la edad (t/e),talla normal (t n),2009-06-01,82,96,55,61,119,105,256,262,518
PORONGO,talla para la edad (t/e),talla normal (t n),2009-06-01,62,37,21,27,39,36,122,100,222
PORTACHUELO,talla para la edad (t/e),talla normal (t n),2009-06-01,102,93,66,67,95,86,263,246,509
PORVENIR,talla para la edad (t/e),talla normal (t n),2009-06-01,40,39,42,29,40,32,122,100,222
POSTRER VALLE,talla para la edad (t/e),talla normal (t n),2009-06-01,9,4,5,5,9,9,23,18,41
POTOSI,talla para la edad (t/e),talla normal (t n),2009-06-01,1136,1170,420,440,499,455,2055,2065,4120
PRESTO,talla para la edad (t/e),talla normal (t n),2009-06-01,63,46,44,54,77,67,184,167,351
PUCARA,talla para la edad (t/e),talla normal (t n),2009-06-01,6,5,3,5,3,5,12,15,27
PUCARANI,talla para la edad (t/e),talla normal (t n),2009-06-01,137,202,62,50,97,93,296,345,641
PUERTO ACOSTA,talla para la edad (t/e),talla normal (t n),2009-06-01,90,96,77,66,56,69,223,231,454
PUERTO CARABUCO,talla para la edad (t/e),talla normal (t n),2009-06-01,44,54,33,34,57,23,134,111,245
PUERTO GONZALO MORENO,talla para la edad (t/e),talla normal (t n),2009-06-01,49,34,29,26,35,41,113,101,214
PUERTO PEREZ,talla para la edad (t/e),talla normal (t n),2009-06-01,29,26,13,15,13,8,55,49,104
PUERTO QUIJARRO,talla para la edad (t/e),talla normal (t n),2009-06-01,119,98,67,39,23,15,209,152,361
PUERTO RICO,talla para la edad (t/e),talla normal (t n),2009-06-01,45,89,44,41,51,53,140,183,323
PUERTO SILES,talla para la edad (t/e),talla normal (t n),2009-06-01,6,11,6,7,7,9,19,27,46
PUERTO SUAREZ,talla para la edad (t/e),talla normal (t n),2009-06-01,88,106,36,46,38,47,162,199,361
PUERTO VILLARROEL,talla para la edad (t/e),talla normal (t n),2009-06-01,353,277,228,199,213,230,794,706,1500
PUNA,talla para la edad (t/e),talla normal (t n),2009-06-01,183,192,147,177,233,240,563,609,1172
PUNATA,talla para la edad (t/e),talla normal (t n),2009-06-01,225,280,133,137,93,96,451,513,964
QUIABAYA,talla para la edad (t/e),talla normal (t n),2009-06-01,7,7,3,3,3,2,13,12,25
QUILLACOLLO,talla para la edad (t/e),talla normal (t n),2009-06-01,495,452,205,165,223,170,923,787,1710
QUIME,talla para la edad (t/e),talla normal (t n),2009-06-01,88,91,38,27,52,49,178,167,345
QUIRUSILLAS,talla para la edad (t/e),talla normal (t n),2009-06-01,10,8,7,10,21,10,38,28,66
RAVELO,talla para la edad (t/e),talla normal (t n),2009-06-01,152,152,95,92,176,148,423,392,815
REYES,talla para la edad (t/e),talla normal (t n),2009-06-01,83,95,47,56,48,56,178,207,385
RIBERALTA,talla para la edad (t/e),talla normal (t n),2009-06-01,713,659,449,437,420,383,1582,1479,3061
ROBORE,talla para la edad (t/e),talla normal (t n),2009-06-01,112,102,82,60,97,85,291,247,538
RURRENABAQUE,talla para la edad (t/e),talla normal (t n),2009-06-01,6,6,2,1,0,2,8,9,17
SABAYA,talla para la edad (t/e),talla normal (t n),2009-06-01,15,20,7,8,12,7,34,35,69
SACABA,talla para la edad (t/e),talla normal (t n),2009-06-01,611,540,298,284,262,267,1171,1091,2262
SACABAMBA,talla para la edad (t/e),talla normal (t n),2009-06-01,42,19,27,26,52,41,121,86,207
SACACA,talla para la edad (t/e),talla normal (t n),2009-06-01,99,99,38,57,85,68,222,224,446
SAIPINA,talla para la edad (t/e),talla normal (t n),2009-06-01,38,36,15,15,16,31,69,82,151
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla normal (t n),2009-06-01,52,54,60,51,83,76,195,181,376
SAMAIPATA,talla para la edad (t/e),talla normal (t n),2009-06-01,64,59,29,26,32,26,125,111,236
SAN AGUSTIN,talla para la edad (t/e),talla normal (t n),2009-06-01,7,12,7,5,18,22,32,39,71
SAN ANDRES,talla para la edad (t/e),talla normal (t n),2009-06-01,41,52,33,34,49,39,123,125,248
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-06-01,11,15,10,8,11,14,32,37,69
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla normal (t n),2009-06-01,21,20,5,6,7,6,33,32,65
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla normal (t n),2009-06-01,61,40,41,61,113,119,215,220,435
SAN BENITO,talla para la edad (t/e),talla normal (t n),2009-06-01,120,106,74,60,108,65,302,231,533
SAN BORJA,talla para la edad (t/e),talla normal (t n),2009-06-01,310,293,149,169,172,186,631,648,1279
SAN BUENA VENTURA,talla para la edad (t/e),talla normal (t n),2009-06-01,81,65,31,40,43,59,155,164,319
SAN CARLOS,talla para la edad (t/e),talla normal (t n),2009-06-01,76,117,58,51,65,60,199,228,427
SAN IGNACIO,talla para la edad (t/e),talla normal (t n),2009-06-01,90,72,49,44,93,87,232,203,435
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla normal (t n),2009-06-01,240,231,114,136,178,176,532,543,1075
SAN JAVIER(BNI),talla para la edad (t/e),talla normal (t n),2009-06-01,9,12,10,9,10,24,29,45,74
SAN JAVIER(STC),talla para la edad (t/e),talla normal (t n),2009-06-01,97,71,40,41,40,39,177,151,328
SAN JOAQUIN,talla para la edad (t/e),talla normal (t n),2009-06-01,26,43,21,27,18,17,65,87,152
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla normal (t n),2009-06-01,95,97,61,59,65,79,221,235,456
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla normal (t n),2009-06-01,22,28,17,15,14,32,53,75,128
SAN JULIAN,talla para la edad (t/e),talla normal (t n),2009-06-01,58,48,31,23,40,32,129,103,232
SAN LORENZO(PND),talla para la edad (t/e),talla normal (t n),2009-06-01,35,26,9,17,20,23,64,66,130
SAN LORENZO(TJA),talla para la edad (t/e),talla normal (t n),2009-06-01,124,96,96,107,115,115,335,318,653
SAN LUCAS,talla para la edad (t/e),talla normal (t n),2009-06-01,238,248,189,209,377,363,804,820,1624
SAN MATIAS,talla para la edad (t/e),talla normal (t n),2009-06-01,110,102,87,84,65,53,262,239,501
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla normal (t n),2009-06-01,64,69,36,37,66,56,166,162,328
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla normal (t n),2009-06-01,25,24,10,17,31,18,66,59,125
SAN PEDRO,talla para la edad (t/e),talla normal (t n),2009-06-01,80,62,75,77,85,91,240,230,470
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla normal (t n),2009-06-01,158,155,98,102,109,97,365,354,719
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla normal (t n),2009-06-01,18,19,20,8,21,21,59,48,107
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla normal (t n),2009-06-01,2,2,0,1,0,0,2,3,5
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla normal (t n),2009-06-01,25,27,17,19,11,21,53,67,120
SAN PEDRO(PND),talla para la edad (t/e),talla normal (t n),2009-06-01,18,11,16,10,37,24,71,45,116
SAN RAFAEL,talla para la edad (t/e),talla normal (t n),2009-06-01,22,16,17,17,29,25,68,58,126
SAN RAMON,talla para la edad (t/e),talla normal (t n),2009-06-01,30,30,21,22,24,31,75,83,158
SANTA ANA,talla para la edad (t/e),talla normal (t n),2009-06-01,212,183,83,82,51,62,346,327,673
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla normal (t n),2009-06-01,4464,3898,2339,1884,1698,1571,8501,7353,15854
SANTA ROSA,talla para la edad (t/e),talla normal (t n),2009-06-01,56,77,30,30,29,35,115,142,257
SANTA ROSA DEL SARA,talla para la edad (t/e),talla normal (t n),2009-06-01,42,32,31,27,58,57,131,116,247
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla normal (t n),2009-06-01,13,22,17,23,4,7,34,52,86
SANTIAGO DE HUARI,talla para la edad (t/e),talla normal (t n),2009-06-01,41,26,24,26,56,56,121,108,229
SANTIAGO DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-06-01,11,28,6,17,10,9,27,54,81
SANTIVAÑES,talla para la edad (t/e),talla normal (t n),2009-06-01,1,3,2,3,6,8,9,14,23
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla normal (t n),2009-06-01,12,17,10,12,21,24,43,53,96
SAPAHAQUI,talla para la edad (t/e),talla normal (t n),2009-06-01,28,36,16,29,24,22,68,87,155
SENA,talla para la edad (t/e),talla normal (t n),2009-06-01,43,33,19,10,16,25,78,68,146
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla normal (t n),2009-06-01,111,112,67,88,62,74,240,274,514
SICAYA,talla para la edad (t/e),talla normal (t n),2009-06-01,12,11,9,6,11,19,32,36,68
SIPE SIPE,talla para la edad (t/e),talla normal (t n),2009-06-01,306,270,202,128,135,125,643,523,1166
SOPACHUY,talla para la edad (t/e),talla normal (t n),2009-06-01,55,58,51,42,78,72,184,172,356
SORACACHI,talla para la edad (t/e),talla normal (t n),2009-06-01,89,105,73,74,77,68,239,247,486
SORATA,talla para la edad (t/e),talla normal (t n),2009-06-01,90,85,59,70,92,93,241,248,489
SUCRE,talla para la edad (t/e),talla normal (t n),2009-06-01,753,773,322,316,566,556,1641,1645,3286
TACACHI,talla para la edad (t/e),talla normal (t n),2009-06-01,2,3,4,4,3,6,9,13,22
TACACOMA,talla para la edad (t/e),talla normal (t n),2009-06-01,41,25,22,23,48,31,111,79,190
TACOBAMBA,talla para la edad (t/e),talla normal (t n),2009-06-01,33,36,20,15,16,21,69,72,141
TACOPAYA,talla para la edad (t/e),talla normal (t n),2009-06-01,47,70,54,62,56,38,157,170,327
TAHUA,talla para la edad (t/e),talla normal (t n),2009-06-01,3,5,1,4,1,3,5,12,17
TAPACARI,talla para la edad (t/e),talla normal (t n),2009-06-01,91,99,61,62,46,44,198,205,403
TARABUCO,talla para la edad (t/e),talla normal (t n),2009-06-01,142,139,78,85,191,182,411,406,817
TARACO,talla para la edad (t/e),talla normal (t n),2009-06-01,19,18,12,9,14,11,45,38,83
TARATA,talla para la edad (t/e),talla normal (t n),2009-06-01,76,77,42,50,32,34,150,161,311
TARIJA,talla para la edad (t/e),talla normal (t n),2009-06-01,540,490,392,321,398,306,1330,1117,2447
TARVITA,talla para la edad (t/e),talla normal (t n),2009-06-01,118,122,94,94,190,201,402,417,819
TEOPONTE,talla para la edad (t/e),talla normal (t n),2009-06-01,58,45,16,30,50,52,124,127,251
TIAWANACU,talla para la edad (t/e),talla normal (t n),2009-06-01,86,86,36,37,33,21,155,144,299
TINGUIPAYA,talla para la edad (t/e),talla normal (t n),2009-06-01,135,111,47,55,96,87,278,253,531
TIPUANI,talla para la edad (t/e),talla normal (t n),2009-06-01,58,68,45,39,44,40,147,147,294
TIQUIPAYA,talla para la edad (t/e),talla normal (t n),2009-06-01,290,272,180,151,118,112,588,535,1123
TIRAQUE (CBBA),talla para la edad (t/e),talla normal (t n),2009-06-01,241,213,130,111,168,149,539,473,1012
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla normal (t n),2009-06-01,2,3,4,2,9,12,15,17,32
TOCO,talla para la edad (t/e),talla normal (t n),2009-06-01,46,35,33,21,45,37,124,93,217
TODOS SANTOS,talla para la edad (t/e),talla normal (t n),2009-06-01,1,0,0,3,4,1,5,4,9
TOLATA,talla para la edad (t/e),talla normal (t n),2009-06-01,34,50,37,27,18,15,89,92,181
TOLEDO,talla para la edad (t/e),talla normal (t n),2009-06-01,30,29,22,18,21,19,73,66,139
TOMAVE,talla para la edad (t/e),talla normal (t n),2009-06-01,63,51,40,33,68,47,171,131,302
TOMINA,talla para la edad (t/e),talla normal (t n),2009-06-01,69,68,58,63,169,165,296,296,592
TORO TORO,talla para la edad (t/e),talla normal (t n),2009-06-01,69,89,49,55,69,65,187,209,396
TOTORA(CBBA),talla para la edad (t/e),talla normal (t n),2009-06-01,86,89,73,91,60,57,219,237,456
TOTORA(ORR),talla para la edad (t/e),talla normal (t n),2009-06-01,25,27,18,19,17,32,60,78,138
TRIGAL,talla para la edad (t/e),talla normal (t n),2009-06-01,13,8,10,12,22,11,45,31,76
TRINIDAD,talla para la edad (t/e),talla normal (t n),2009-06-01,455,405,234,236,217,249,906,890,1796
TUPIZA,talla para la edad (t/e),talla normal (t n),2009-06-01,246,248,200,151,261,242,707,641,1348
TURCO,talla para la edad (t/e),talla normal (t n),2009-06-01,30,35,20,18,17,25,67,78,145
UMALA,talla para la edad (t/e),talla normal (t n),2009-06-01,69,60,46,43,26,21,141,124,265
UNCIA,talla para la edad (t/e),talla normal (t n),2009-06-01,115,92,48,42,59,55,222,189,411
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla normal (t n),2009-06-01,63,50,61,63,62,90,186,203,389
URUBICHA,talla para la edad (t/e),talla normal (t n),2009-06-01,65,71,61,49,178,241,304,361,665
UYUNI,talla para la edad (t/e),talla normal (t n),2009-06-01,186,157,129,100,85,75,400,332,732
VACAS,talla para la edad (t/e),talla normal (t n),2009-06-01,36,53,50,61,44,47,130,161,291
VALLEGRANDE,talla para la edad (t/e),talla normal (t n),2009-06-01,89,77,43,42,96,65,228,184,412
VIACHA,talla para la edad (t/e),talla normal (t n),2009-06-01,326,315,146,156,138,177,610,648,1258
VILA VILA,talla para la edad (t/e),talla normal (t n),2009-06-01,21,30,16,23,13,15,50,68,118
VILLA MONTES,talla para la edad (t/e),talla normal (t n),2009-06-01,235,245,186,156,117,111,538,512,1050
VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla normal (t n),2009-06-01,41,21,19,25,19,14,79,60,139
VILLA RIVERO,talla para la edad (t/e),talla normal (t n),2009-06-01,51,31,43,36,30,31,124,98,222
VILLA SERRANO,talla para la edad (t/e),talla normal (t n),2009-06-01,96,80,59,56,111,150,266,286,552
VILLA TUNARI,talla para la edad (t/e),talla normal (t n),2009-06-01,559,454,400,298,462,435,1421,1187,2608
VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla normal (t n),2009-06-01,56,54,54,59,150,141,260,254,514
VILLAZON,talla para la edad (t/e),talla normal (t n),2009-06-01,331,284,200,184,217,211,748,679,1427
VINTO,talla para la edad (t/e),talla normal (t n),2009-06-01,232,202,129,105,113,108,474,415,889
VITICHI,talla para la edad (t/e),talla normal (t n),2009-06-01,46,57,40,35,66,74,152,166,318
WALDO BALLIVIAN,talla para la edad (t/e),talla normal (t n),2009-06-01,12,10,3,4,5,12,20,26,46
WARNES,talla para la edad (t/e),talla normal (t n),2009-06-01,90,90,66,65,72,78,228,233,461
YACO,talla para la edad (t/e),talla normal (t n),2009-06-01,52,38,15,17,24,33,91,88,179
YACUIBA,talla para la edad (t/e),talla normal (t n),2009-06-01,91,71,44,50,50,67,185,188,373
YAMPARAEZ,talla para la edad (t/e),talla normal (t n),2009-06-01,38,49,37,33,98,88,173,170,343
YANACACHI,talla para la edad (t/e),talla normal (t n),2009-06-01,21,43,24,18,26,30,71,91,162
YAPACANI,talla para la edad (t/e),talla normal (t n),2009-06-01,284,323,132,118,134,136,550,577,1127
YOCALLA,talla para la edad (t/e),talla normal (t n),2009-06-01,39,36,33,28,25,21,97,85,182
YOTALA,talla para la edad (t/e),talla normal (t n),2009-06-01,57,77,44,48,110,118,211,243,454
YUNCHARA,talla para la edad (t/e),talla normal (t n),2009-06-01,44,30,38,40,74,60,156,130,286
ZUDAÑEZ,talla para la edad (t/e),talla normal (t n),2009-06-01,68,62,46,43,119,85,233,190,423
ACACIO,talla para la edad (t/e),talla normal (t n),2009-07-01,36,35,28,19,43,30,107,84,191
ACHACACHI,talla para la edad (t/e),talla normal (t n),2009-07-01,336,304,141,128,212,214,689,646,1335
ACHOCALLA,talla para la edad (t/e),talla normal (t n),2009-07-01,13,16,3,1,6,4,22,21,43
AIQUILE,talla para la edad (t/e),talla normal (t n),2009-07-01,255,300,178,151,339,277,772,728,1500
ALALAY,talla para la edad (t/e),talla normal (t n),2009-07-01,17,23,14,10,9,9,40,42,82
ALCALA,talla para la edad (t/e),talla normal (t n),2009-07-01,22,16,18,20,44,62,84,98,182
ANCORAIMES,talla para la edad (t/e),talla normal (t n),2009-07-01,53,40,24,28,79,59,156,127,283
ANDAMARCA,talla para la edad (t/e),talla normal (t n),2009-07-01,22,15,22,24,46,38,90,77,167
ANTEQUERA,talla para la edad (t/e),talla normal (t n),2009-07-01,18,18,12,16,18,10,48,44,92
ANZALDO,talla para la edad (t/e),talla normal (t n),2009-07-01,61,50,40,23,30,32,131,105,236
APOLO,talla para la edad (t/e),talla normal (t n),2009-07-01,135,181,97,101,143,129,375,411,786
ARAMPAMPA,talla para la edad (t/e),talla normal (t n),2009-07-01,39,39,17,29,65,44,121,112,233
ARANI,talla para la edad (t/e),talla normal (t n),2009-07-01,109,75,72,36,52,38,233,149,382
ARBIETO,talla para la edad (t/e),talla normal (t n),2009-07-01,88,80,55,49,76,74,219,203,422
ARQUE,talla para la edad (t/e),talla normal (t n),2009-07-01,95,78,55,43,66,85,216,206,422
ATOCHA,talla para la edad (t/e),talla normal (t n),2009-07-01,66,69,44,39,34,34,144,142,286
AUCAPATA,talla para la edad (t/e),talla normal (t n),2009-07-01,21,27,9,12,14,12,44,51,95
AYATA,talla para la edad (t/e),talla normal (t n),2009-07-01,62,51,31,22,31,32,124,105,229
AYO AYO,talla para la edad (t/e),talla normal (t n),2009-07-01,49,39,26,31,14,23,89,93,182
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla normal (t n),2009-07-01,217,200,158,133,132,161,507,494,1001
AZURDUY,talla para la edad (t/e),talla normal (t n),2009-07-01,64,64,52,64,105,124,221,252,473
BATALLAS,talla para la edad (t/e),talla normal (t n),2009-07-01,122,71,65,57,66,64,253,192,445
BAURES,talla para la edad (t/e),talla normal (t n),2009-07-01,40,33,25,25,41,42,106,100,206
BELEN DE ANDAMARCA,talla para la edad (t/e),talla normal (t n),2009-07-01,1,3,3,6,7,10,11,19,30
BELEN DE URMIRI,talla para la edad (t/e),talla normal (t n),2009-07-01,15,17,3,6,16,10,34,33,67
BELLA FLOR,talla para la edad (t/e),talla normal (t n),2009-07-01,18,19,15,16,50,37,83,72,155
BERMEJO,talla para la edad (t/e),talla normal (t n),2009-07-01,20,22,19,25,39,54,78,101,179
BETANZOS,talla para la edad (t/e),talla normal (t n),2009-07-01,186,191,134,122,160,162,480,475,955
BOLIVAR,talla para la edad (t/e),talla normal (t n),2009-07-01,31,53,32,41,22,30,85,124,209
BOLPEBRA,talla para la edad (t/e),talla normal (t n),2009-07-01,9,7,11,13,19,11,39,31,70
BOYUIBE,talla para la edad (t/e),talla normal (t n),2009-07-01,29,27,15,22,33,26,77,75,152
BUENA VISTA,talla para la edad (t/e),talla normal (t n),2009-07-01,22,14,6,10,19,16,47,40,87
CABEZAS,talla para la edad (t/e),talla normal (t n),2009-07-01,104,107,95,76,107,96,306,279,585
CAIROMA,talla para la edad (t/e),talla normal (t n),2009-07-01,55,41,26,13,42,38,123,92,215
"CAIZA ""D""",talla para la edad (t/e),talla normal (t n),2009-07-01,74,65,50,69,49,50,173,184,357
CAJUATA,talla para la edad (t/e),talla normal (t n),2009-07-01,88,87,68,37,71,73,227,197,424
CALACOTO,talla para la edad (t/e),talla normal (t n),2009-07-01,32,24,17,11,26,37,75,72,147
CALAMARCA,talla para la edad (t/e),talla normal (t n),2009-07-01,62,83,41,51,43,59,146,193,339
CAMARGO,talla para la edad (t/e),talla normal (t n),2009-07-01,97,95,75,94,127,126,299,315,614
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla normal (t n),2009-07-01,25,21,12,19,38,33,75,73,148
CAMIRI,talla para la edad (t/e),talla normal (t n),2009-07-01,136,115,80,62,133,126,349,303,652
CAPINOTA,talla para la edad (t/e),talla normal (t n),2009-07-01,153,174,112,61,68,105,333,340,673
CAQUIAVIRI,talla para la edad (t/e),talla normal (t n),2009-07-01,40,41,14,13,32,42,86,96,182
CARACOLLO,talla para la edad (t/e),talla normal (t n),2009-07-01,196,209,89,93,44,57,329,359,688
CARANAVI,talla para la edad (t/e),talla normal (t n),2009-07-01,465,477,207,231,214,245,886,953,1839
CARANGAS,talla para la edad (t/e),talla normal (t n),2009-07-01,1,0,0,0,1,2,2,2,4
CARAPARI,talla para la edad (t/e),talla normal (t n),2009-07-01,108,112,121,99,86,89,315,300,615
CARIPUYO,talla para la edad (t/e),talla normal (t n),2009-07-01,58,59,25,22,54,55,137,136,273
CARMEN RIVERO TORREZ,talla para la edad (t/e),talla normal (t n),2009-07-01,53,44,25,23,17,14,95,81,176
CATACORA,talla para la edad (t/e),talla normal (t n),2009-07-01,1,2,1,2,3,3,5,7,12
CHACARILLA,talla para la edad (t/e),talla normal (t n),2009-07-01,13,11,7,1,2,2,22,14,36
CHALLAPATA,talla para la edad (t/e),talla normal (t n),2009-07-01,248,227,114,124,89,88,451,439,890
CHAQUI,talla para la edad (t/e),talla normal (t n),2009-07-01,46,55,32,34,30,28,108,117,225
CHARAGUA,talla para la edad (t/e),talla normal (t n),2009-07-01,182,162,140,141,174,192,496,495,991
CHARAÑA,talla para la edad (t/e),talla normal (t n),2009-07-01,10,14,8,9,19,21,37,44,81
CHAYANTA,talla para la edad (t/e),talla normal (t n),2009-07-01,47,70,24,40,39,42,110,152,262
CHIMORE,talla para la edad (t/e),talla normal (t n),2009-07-01,36,41,44,42,66,61,146,144,290
CHIPAYA,talla para la edad (t/e),talla normal (t n),2009-07-01,10,17,5,2,6,13,21,32,53
CHOQUE COTA,talla para la edad (t/e),talla normal (t n),2009-07-01,13,6,13,1,11,9,37,16,53
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla normal (t n),2009-07-01,74,55,25,20,21,9,120,84,204
CHUMA,talla para la edad (t/e),talla normal (t n),2009-07-01,78,57,32,28,35,45,145,130,275
CLIZA,talla para la edad (t/e),talla normal (t n),2009-07-01,218,164,90,75,98,73,406,312,718
COBIJA,talla para la edad (t/e),talla normal (t n),2009-07-01,974,860,501,457,395,392,1870,1709,3579
COCHABAMBA,talla para la edad (t/e),talla normal (t n),2009-07-01,592,549,315,261,393,348,1300,1158,2458
COIPASA,talla para la edad (t/e),talla normal (t n),2009-07-01,8,10,5,1,12,5,25,16,41
COLCAPIRHUA,talla para la edad (t/e),talla normal (t n),2009-07-01,138,88,79,72,99,72,316,232,548
"COLCHA ""K""",talla para la edad (t/e),talla normal (t n),2009-07-01,50,69,29,27,68,58,147,154,301
COLLANA,talla para la edad (t/e),talla normal (t n),2009-07-01,10,16,9,11,18,20,37,47,84
COLOMI,talla para la edad (t/e),talla normal (t n),2009-07-01,169,159,74,82,61,61,304,302,606
COLPA BELGICA,talla para la edad (t/e),talla normal (t n),2009-07-01,41,46,25,16,41,31,107,93,200
COLQUECHACA,talla para la edad (t/e),talla normal (t n),2009-07-01,201,185,184,208,111,112,496,505,1001
COLQUENCHA,talla para la edad (t/e),talla normal (t n),2009-07-01,41,64,29,41,37,45,107,150,257
COLQUIRI,talla para la edad (t/e),talla normal (t n),2009-07-01,139,147,55,61,54,58,248,266,514
COMANCHE,talla para la edad (t/e),talla normal (t n),2009-07-01,14,22,9,12,7,6,30,40,70
COMARAPA,talla para la edad (t/e),talla normal (t n),2009-07-01,146,134,53,62,54,61,253,257,510
COMBAYA,talla para la edad (t/e),talla normal (t n),2009-07-01,16,15,16,13,12,7,44,35,79
CONCEPCION,talla para la edad (t/e),talla normal (t n),2009-07-01,59,52,28,26,35,30,122,108,230
COPACABANA,talla para la edad (t/e),talla normal (t n),2009-07-01,65,61,32,39,59,59,156,159,315
CORIPATA,talla para la edad (t/e),talla normal (t n),2009-07-01,65,67,41,55,49,43,155,165,320
CORO CORO,talla para la edad (t/e),talla normal (t n),2009-07-01,51,37,26,22,34,31,111,90,201
COROICO,talla para la edad (t/e),talla normal (t n),2009-07-01,124,124,42,72,70,54,236,250,486
CORQUE,talla para la edad (t/e),talla normal (t n),2009-07-01,36,29,27,29,13,27,76,85,161
COTAGAITA,talla para la edad (t/e),talla normal (t n),2009-07-01,165,141,77,102,153,156,395,399,794
COTOCA,talla para la edad (t/e),talla normal (t n),2009-07-01,420,377,189,181,185,177,794,735,1529
CUATRO CAÑADAS,talla para la edad (t/e),talla normal (t n),2009-07-01,13,11,15,14,30,39,58,64,122
CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla normal (t n),2009-07-01,4,8,4,13,12,8,20,29,49
CUEVO,talla para la edad (t/e),talla normal (t n),2009-07-01,39,35,26,22,45,49,110,106,216
CULPINA,talla para la edad (t/e),talla normal (t n),2009-07-01,140,137,77,110,154,159,371,406,777
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla normal (t n),2009-07-01,30,38,27,27,15,17,72,82,154
CURVA,talla para la edad (t/e),talla normal (t n),2009-07-01,7,11,9,10,18,20,34,41,75
DESAGUADERO,talla para la edad (t/e),talla normal (t n),2009-07-01,30,19,11,8,37,27,78,54,132
EL ALTO,talla para la edad (t/e),talla normal (t n),2009-07-01,4820,4533,2051,1905,1373,1320,8244,7758,16002
EL CHORO,talla para la edad (t/e),talla normal (t n),2009-07-01,54,43,33,47,53,28,140,118,258
EL PUENTE(STC),talla para la edad (t/e),talla normal (t n),2009-07-01,98,72,86,59,99,86,283,217,500
EL PUENTE(TJA),talla para la edad (t/e),talla normal (t n),2009-07-01,62,59,67,69,80,90,209,218,427
EL TORNO,talla para la edad (t/e),talla normal (t n),2009-07-01,299,299,126,110,120,125,545,534,1079
EL VILLAR,talla para la edad (t/e),talla normal (t n),2009-07-01,33,31,22,27,58,81,113,139,252
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2009-07-01,179,155,106,89,140,147,425,391,816
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2009-07-01,159,124,140,113,132,122,431,359,790
