municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
ORURO,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,42,0,0,0,42,42
PADCAYA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,1,0,0,0,1,0,1
PADILLA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,1,0,0,2,0,0,1,2,3
PAILON,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,3,0,0,0,3,0,3
PALOS BLANCOS,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PORTACHUELO,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,1,0,0,0,1,1
POTOSI,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,1,2,2,0,1,0,4,2,6
PUERTO GONZALO MORENO,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO RICO,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,2,0,0,0,2,2
PUERTO VILLARROEL,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUNATA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,9,0,0,0,9,9
QUIABAYA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,1,0,0,0,1,1
QUILLACOLLO,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,15,0,0,0,15,15
RIBERALTA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,1,1,2,0,0,1,3,4
SACABA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,1,8,24,0,0,8,25,33
SACABAMBA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,0,1,0,1,0,1
SACACA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,5,0,0,0,5,5
SAIPINA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SAN BENITO,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN LUCAS,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,1,2,0,0,1,2,3
SIPE SIPE,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,1,0,0,2,2,0,0,2,3,5
SOPACHUY,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SUCRE,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,1,0,1,8,0,0,2,8,10
TARATA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TARIJA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,1,3,0,3,1,4
TARVITA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TIAWANACU,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TIPUANI,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,0,1,0,1,0,1
TOMINA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,1,0,1,0,2,0,2
TORO TORO,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,2,0,0,0,2,2
TOTORA(CBBA),violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,1,2,0,0,1,2,3
TUPIZA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,1,0,0,0,1,1
UNCIA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,1,0,0,0,1,1
UYUNI,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VILA VILA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLA MONTES,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,6,0,0,0,6,6
VILLA TUNARI,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLAZON,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,1,0,2,0,1,0,4,4
WARNES,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,2,1,0,0,0,0,0,0,2,1,3
YUNCHARA,violencia  intrafamiliar,intrafamiliar,2007-06-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ACHACACHI,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,3,0,1,0,4,4
AIQUILE,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
APOLO,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,2,0,0,0,2,2
ASCENCION DE GUARAYOS,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,1,3,0,0,1,3,4
ATOCHA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,2,0,0,0,2,2
AYATA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,1,0,2,2
BERMEJO,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,3,0,0,0,3,3
BUENA VISTA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,1,0,2,2
CABEZAS,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,1,1,0,0,1,1,2
CAIROMA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CALACOTO,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CALAMARCA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,1,0,0,0,0,0,0,0,1,0,1
CAPINOTA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CARANAVI,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CHALLAPATA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,1,2,2,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,1,0,2,0,0,0,3,3
CLIZA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,3,2,0,2,3,4,7
COCHABAMBA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,11,9,0,0,11,9,20
COLLANA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COLOMI,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,3,0,0,0,3,3
COLPA BELGICA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COLQUECHACA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,1,0,0,0,1,0,1
COLQUENCHA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,1,1,1,0,2,1,3
COMARAPA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,1,2,0,0,1,2,3
CONCEPCION,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COPACABANA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,1,0,1,0,0,0,2,2
COROICO,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,2,2,1,2,3,5
EL ALTO,violencia  intrafamiliar,intrafamiliar,2007-07-01,2,0,1,2,1,3,1,49,1,1,6,55,61
EL PUENTE(TJA),violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
FILADELFIA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,1,0,1,0,1,0,0,0,3,0,3
HUANUNI,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ICLA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,1,0,0,0,0,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
IXIAMAS,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
LA ASUNTA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,2,0,0,0,2,2
LA GUARDIA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,2,0,0,0,2,2
LA PAZ,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,1,1,0,7,5,6,31,1,1,15,38,53
LLALLAGUA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,1,5,0,0,1,5,6
MACHARETI,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,1,0,0,0,0,0,1,1
MINEROS,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,0,1,0,1,0,1
MIZQUE,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MOJOCOYA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,2,0,0,0,2,2
MONTEAGUDO,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MORO MORO,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,1,0,2,2
MOROCHATA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,1,0,0,1,0,0,1,1,2
OCURI,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,1,0,0,1,0,0,1,1,2
ORURO,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,1,1,0,1,0,0,27,0,1,2,29,31
PADCAYA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PALCA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,2,0,1,0,3,3
PALOS BLANCOS,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,3,0,0,0,3,3
POCONA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PORTACHUELO,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
POTOSI,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,1,0,1,3,0,2,0,0,2,5,7
PUCARANI,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,2,0,1,0,3,3
PUERTO PEREZ,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,0,0,1,0,1,1
PUNATA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,1,0,0,1,0,5,0,0,1,6,7
QUILLACOLLO,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
RIBERALTA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SACABA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,1,1,0,17,0,0,1,18,19
SAN BORJA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,1,0,2,0,0,0,3,3
SAN IGNACIO,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN JULIAN,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,1,2,0,0,1,2,3
SAN LUCAS,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,2,1,0,0,2,1,3
SAN PEDRO DE BUENA VISTA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,1,0,0,0,0,0,0,0,0,0,1,1
SANTA ROSA DEL SARA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,1,0,0,2,0,0,1,2,3
SIPE SIPE,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SOPACHUY,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,1,0,1,0,0,0,2,2
SORATA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,1,1,1,0,2,1,3
SUCRE,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,1,1,0,1,1,5,0,0,2,7,9
TARIJA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TARVITA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,1,0,1,1,2
TIQUIPAYA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TIRAQUE (CBBA),violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TUPIZA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,1,0,1,2,6,0,1,2,9,11
UNCIA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
UYUNI,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,2,0,1,0,3,0,3
VALLEGRANDE,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
VILA VILA,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA MONTES,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,1,2,1,1,2,3,5
VILLA RIVERO,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,1,0,0,0,0,2,0,0,1,2,3
VILLA SERRANO,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA TUNARI,violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,0,3,0,0,0,3,3
VILLA VACA GUZMAN (MUYUPAMPA),violencia  intrafamiliar,intrafamiliar,2007-07-01,0,0,0,0,0,0,1,1,0,0,1,1,2
ACHACACHI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,1,1,0,3,2,0,3,4,7
ALALAY,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ANCORAIMES,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ARAMPAMPA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,1,0,2,0,0,0,3,3
AYATA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,1,1,0,0,1,1,2
AYO AYO,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,1,0,1,2,3
BERMEJO,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,3,0,0,0,3,3
BETANZOS,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
CAIROMA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CALAMARCA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CAPINOTA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CARANAVI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CARAPARI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
CHALLAPATA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,1,1,8,0,0,1,9,10
CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CLIZA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
COCHABAMBA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,1,2,20,0,0,2,21,23
COIPASA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,1,1,0,0,1,1,2
COLOMI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,8,0,0,0,8,8
COLPA BELGICA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
COLQUECHACA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COLQUENCHA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,1,6,0,0,1,6,7
COMARAPA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
COPACABANA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,3,0,0,0,3,3
COROICO,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,5,0,0,0,5,5
COTAGAITA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COTOCA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,1,0,0,3,0,0,1,3,4
EL ALTO,violencia  intrafamiliar,intrafamiliar,2007-08-01,3,0,0,0,1,4,4,107,0,0,8,111,119
EL TORNO,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
EUCALIPTUS,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
HUACARETA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,1,3,0,0,1,3,4
HUANUNI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,6,0,0,0,6,6
INCAHUASI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
IXIAMAS,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
LA ASUNTA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
LA GUARDIA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,9,0,0,0,9,9
LA PAZ,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,1,3,11,2,16,62,0,1,28,68,96
LLALLAGUA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,6,12,0,0,6,12,18
LURIBAY,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
MECAPACA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MINEROS,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,1,0,0,1,1,0,5,0,0,1,7,8
MIZQUE,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,1,0,2,10,1,0,4,10,14
MOJOCOYA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,1,1,0,0,1,1,2
MORO MORO,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,1,0,1,0,0,0,2,2
OMEREQUE,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ORURO,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,3,0,0,0,3,3
PADCAYA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PADILLA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
PAILON,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,1,0,0,0,0,0,0,0,1,1
PALCA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PATACAMAYA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,3,0,0,0,1,0,4,4
POCONA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,1,3,0,0,1,3,4
PORTACHUELO,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
POTOSI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,3,0,0,0,3,3
PUCARANI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,4,0,0,0,4,4
PUERTO ACOSTA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
PUERTO RICO,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
PUERTO SUAREZ,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,1,1,0,0,1,1,2
PUNA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,0,1,0,1,0,1
PUNATA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,1,0,0,1,6,0,1,1,8,9
QUILLACOLLO,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,1,1,8,2,1,3,10,13
SABAYA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SACABA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,3,0,0,1,3,24,0,3,6,28,34
SACACA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN BORJA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,2,2,0,0,0,2,2,4
SAN JULIAN,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN LUCAS,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,1,0,8,0,0,0,9,9
SAN PABLO DE LIPEZ,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN RAMON,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SANTA ANA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,2,0,0,0,0,1,0,0,2,1,3
SANTIAGO DE HUARI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SIPE SIPE,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,1,1,2,8,0,1,3,10,13
SOPACHUY,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SORATA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SUCRE,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,1,2,0,6,0,0,1,8,9
TAPACARI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TARABUCO,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,1,1,0,0,1,1,2
TIPUANI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,4,0,0,0,4,4
TOMINA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,1,0,0,1,1,1,2
TOTORA(CBBA),violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,1,0,1,2,3
TUPIZA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,2,2,4,11,0,2,6,15,21
UNCIA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VACAS,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,1,0,3,3
VILA VILA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA RIVERO,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,1,0,0,2,0,0,1,2,3
VILLA TUNARI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,1,0,1,14,1,0,3,14,17
VILLA VACA GUZMAN (MUYUPAMPA),violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,2,0,0,0,2,2
VILLAZON,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,1,14,3,1,4,15,19
YANACACHI,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
YUNCHARA,violencia  intrafamiliar,intrafamiliar,2007-08-01,0,0,0,0,0,0,0,1,0,0,0,1,1
AIQUILE,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,3,0,0,0,3,3
ALALAY,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,1,0,0,0,1,0,1
ANCORAIMES,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,2,0,0,0,2,2
ANZALDO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,1,0,0,0,1,1
APOLO,violencia  intrafamiliar,intrafamiliar,2007-09-01,0,0,0,0,0,0,0,0,0,1,0,1,1
