municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
SICAYA,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,0,0,1,0,0,0,1,0,1
SUCRE,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,1,0,0,0,2,0,0,0,3,3
TAPACARI,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,0,0,1,0,0,1,1,1,2
TARIJA,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,1,0,21,8,0,0,22,8,30
TARVITA,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TIQUIPAYA,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,0,2,0,0,0,0,0,2,2
TIRAQUE (CBBA),violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TORO TORO,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TUPIZA,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,0,0,0,6,0,0,0,6,6
VACAS,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,0,1,1,2,0,2,1,5,6
VILA VILA,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,0,0,1,1,0,0,1,1,2
VILLA MONTES,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,1,0,0,1,13,7,0,0,14,8,22
VILLA RIVERO,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,2,0,2,1,5,2,3,0,12,3,15
VILLA TUNARI,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,0,1,1,1,0,0,1,2,3
VILLA VACA GUZMAN (MUYUPAMPA),violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,0,0,0,1,0,0,0,1,1
WARNES,violencia  intrafamiliar,otras violencias (causas externas),2007-10-01,0,0,0,0,0,0,1,0,0,0,1,0,1
APOLO,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,1,0,0,0,0,0,1,1
ARANI,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,1,0,0,0,3,4,11,7,0,3,15,14,29
BERMEJO,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CHALLAPATA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,1,2,5,0,0,2,6,8
CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,2,0,0,0,0,0,2,2
CLIZA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,3,1,0,1,3,2,5
COCHABAMBA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,11,0,382,110,18,7,411,117,528
COLOMI,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,2,2,0,0,2,2,4
COMARAPA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COROICO,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,4,2,0,0,4,2,6
CORQUE,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,0,0,1,0,1,1
EL ALTO,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,3,1,6,7,14,12,126,89,8,12,157,121,278
EL TORNO,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,2,0,0,0,2,0,2
GUAYARAMERIN,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,1,0,0,0,1,0,1
ICLA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,1,0,0,0,1,0,1
LA ASUNTA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,1,0,0,0,0,0,1,1
LA GUARDIA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,3,0,0,0,3,0,3
LA PAZ,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,12,0,0,0,12,0,12
LLALLAGUA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,5,1,1,0,6,1,7
MIZQUE,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,8,6,0,1,8,7,15
MOJOCOYA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MOROCHATA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,2,1,1,0,3,1,0,0,6,2,8
ORURO,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,27,9,26,16,190,82,18,9,261,116,377
PADCAYA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PORTACHUELO,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
PUERTO QUIJARRO,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,1,0,1,0,0,0,2,2
PUERTO VILLARROEL,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,3,0,0,0,3,3
PUNA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,1,0,0,0,1,0,1
PUNATA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,5,3,0,0,5,3,8
SACABA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,2,8,3,0,0,8,5,13
SACACA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,2,0,0,0,2,0,2
SAN BENITO,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,1,1,2,0,12,8,1,3,16,12,28
SAN BORJA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,1,0,1,9,5,3,0,12,7,19
SAN LORENZO(PND),violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN MATIAS,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,1,0,1,0,0,0,2,2
SUCRE,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
TARIJA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,5,3,0,0,5,3,8
TARVITA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,2,0,1,0,3,3
TOMAVE,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,1,0,0,0,0,0,1,1
TOTORA(CBBA),violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,1,2,0,0,1,2,3
TUPIZA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VACAS,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,2,1,3,0,0,1,5,6
VILA VILA,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA RIVERO,violencia  intrafamiliar,otras violencias (causas externas),2007-11-01,1,0,2,1,1,3,10,3,0,2,14,9,23
ARANI,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,1,1,11,2,15,9,1,2,28,14,42
BETANZOS,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMIRI,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CHALLAPATA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,4,11,1,0,5,11,16
CHOQUE COTA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,1,0,2,4,5,12,0,1,8,17,25
CLIZA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,4,1,1,0,5,1,6
COCHABAMBA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,1,0,2,1,244,111,4,2,251,114,365
COLCAPIRHUA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,1,0,0,0,1,3,7,2,1,1,10,6,16
COLOMI,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,1,1,0,2,1,3
COMARAPA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,3,2,0,0,3,2,5
COROICO,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,9,1,0,0,9,1,10
EL ALTO,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,1,1,5,9,11,9,113,82,9,4,139,105,244
EL VILLAR,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,0,0,0,1,0,1,1
HUANUNI,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,1,0,0,0,0,0,0,0,0,0,1,1
HUAYLLAMARCA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA GUARDIA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,0,0,0,1,0,1
LA PAZ,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,1,8,2,0,0,8,3,11
LLALLAGUA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,3,0,0,0,3,0,3
LURIBAY,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,0,0,0,1,0,1
MAIRANA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,0,0,0,1,0,1
MINEROS,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,1,3,1,2,1,9,1,14,4,18
MIZQUE,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,1,0,0,1,1,2
MONTEAGUDO,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,0,2,0,0,0,2,2
MOROCHATA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,0,0,0,1,0,1,1
ORURO,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,5,3,21,16,32,14,204,110,13,13,275,156,431
PUERTO ACOSTA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO PEREZ,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO VILLARROEL,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,3,4,0,0,3,4,7
PUNA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,0,0,0,1,0,1
PUNATA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,1,3,3,2,0,5,4,9
QUILLACOLLO,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,1,0,0,1,0,1,1,2
RIBERALTA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,2,0,0,0,0,0,2,2
SACABA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,1,2,2,0,1,2,4,6
SACABAMBA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SACACA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,0,1,1,0,1,1,2
SAN BENITO,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,1,0,3,6,4,6,12,10,3,0,23,22,45
SAN BORJA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,2,0,1,1,2,0,0,1,5,6
SAN JUAN DE YAPACANI,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,1,1,0,0,0,1,1,2
SAN MATIAS,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,0,2,1,0,1,2,3
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,2,0,0,1,2,3
SIPE SIPE,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,1,0,1,1,0,0,2,1,3
TARIJA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,6,16,3,0,0,16,9,25
TARVITA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,1,0,0,1,1,2
TIRAQUE (CBBA),violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,0,0,0,1,0,1
TOTORA(CBBA),violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,1,0,0,1,1,2
TRINIDAD,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TUPIZA,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,1,0,0,0,2,0,0,0,3,3
VACAS,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,1,0,0,0,2,6,0,1,3,7,10
VILLA RIVERO,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,2,2,2,4,0,2,4,8,12
VILLA TUNARI,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,1,0,1,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
WARNES,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,2,0,1,0,0,0,3,3
YAPACANI,violencia  intrafamiliar,otras violencias (causas externas),2007-12-01,0,0,0,0,0,0,0,2,0,0,0,2,2
